assay,cellType,dataSubtype,dataType,diagnosis,individualID,organ,platform,sex,species,specimenID,tissue,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,compoundDoseUnit,compoundName,drugScreenType,secondCompoundName,consortium,fileFormat,fundingAgency,resourceType,libraryPrep,readLength,readPairOrientation,readStrandOrigin,runType,nf1Genotype,nf2Genotype,study,id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,studyId,studyName,readPair,tumorType,path
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient6,skin,Illumina HiSeq X,Female,Homo sapiens,patient6tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8569972,SL102345.bam,1491345583677,3324230,582ad960-bebf-41f8-8322-adfe61e57ede,file,1,syn8568963,syn4984617,syn4984604,1679364598413,3421893,15051736,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102345.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient5,skin,Illumina HiSeq X,Male,Homo sapiens,patient5tumor5,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8570048,SL102344.bam,1491346034943,3324230,7959e567-a3df-4016-bf0b-edb91b44f189,file,1,syn8568963,syn4984617,syn4984604,1679364598467,3421893,15051773,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102344.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient8,skin,Illumina HiSeq X,Female,Homo sapiens,patient8tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8570090,SL102346.bam,1491346279144,3324230,33d4a6c1-037b-4b93-99da-c7b917a4ab2f,file,1,syn8568963,syn4984617,syn4984604,1679364598524,3421893,15051812,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102346.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient8,skin,Illumina HiSeq X,Female,Homo sapiens,patient8tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8590317,SL102347.bam,1491353999651,3324230,bba5595e-4fa7-4ba1-a5ff-458d48ab3286,file,1,syn8568963,syn4984617,syn4984604,1679364598575,3421893,15060669,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102347.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,skin,Illumina HiSeq X,Male,Homo sapiens,patient9tumor3,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8590410,SL102348.bam,1491354771024,3324230,eadea009-b447-49db-89e8-e155238531c8,file,1,syn8568963,syn4984617,syn4984604,1679364598625,3421893,15060723,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102348.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient9,skin,Illumina HiSeq X,Male,Homo sapiens,patient9tumor6,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8590823,SL102349.bam,1491355413615,3324230,5df7a61d-42e4-4691-a27f-f7b58f92c6eb,file,1,syn8568963,syn4984617,syn4984604,1679364598679,3421893,15061076,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102349.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient10,skin,Illumina HiSeq X,Male,Homo sapiens,patient10tumor4,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8591927,SL102353.bam,1491370836257,3324230,846d5084-d478-4a60-a09f-9206be42ae56,file,1,syn8568963,syn4984617,syn4984604,1679364598769,3421893,15061709,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102353.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient10,skin,Illumina HiSeq X,Male,Homo sapiens,patient10tumor3,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8591956,SL102352.bam,1491371393484,3324230,d3c769c8-48a2-4d9d-ad49-3d36b4f1babe,file,1,syn8568963,syn4984617,syn4984604,1679364598823,3421893,15061721,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102352.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient11,skin,Illumina HiSeq X,Female,Homo sapiens,patient11tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8591967,SL102354.bam,1491371712531,3324230,3aedca6d-a1fd-492d-b6cf-c071234115d6,file,1,syn8568963,syn4984617,syn4984604,1679364598879,3421893,15061729,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102354.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient11,skin,Illumina HiSeq X,Female,Homo sapiens,patient11tumor2,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8592414,SL102355.bam,1491381553960,3324230,a353756a-5887-4c94-bbfa-4616b5f4cac3,file,1,syn8568963,syn4984617,syn4984604,1679364598928,3421893,15061939,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102355.bam
whole genome sequencing,NA,processed,genomicVariants,Neurofibromatosis type 1,patient13,skin,Illumina HiSeq X,Female,Homo sapiens,patient13tumor1,primary tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bam,CTF,experimentalData,NA,NA,NA,NA,NA,-/-,unknown,NA,syn8592547,SL102356.bam,1491384053146,3324230,cd98be7a-e47e-489c-96b9-8fc7b9ce50c2,file,1,syn8568963,syn4984617,syn4984604,1679364598980,3421893,15062102,syn4984604,Cutaneous Neurofibroma Data Resource,NA,,Cutaneous Neurofibroma Data Resource/Data/WGS/BAM/SL102356.bam
